gene	genome	ko	gene_abundance
NC_015676.1_1717	MAG_arc031	K13993	9.43
NC_015676.1_1718	MAG_arc031	K12234	13.85
NC_015676.1_1719	MAG_arc031	K01493	7.20
NC_015676.1_1720	MAG_arc031	K03074	14.79
NC_015676.1_1721	MAG_arc031	K03072	16.11
NC_015676.1_1722	MAG_arc031	K02343; K04801	19.55
NC_015676.1_1723	MAG_arc031	K07739	9.33
NC_015676.1_1724	MAG_arc031		12.13
NC_015676.1_1725	MAG_arc031	K03496	3.30
NC_015676.1_1726	MAG_arc031		6.61
NC_015676.1_1727	MAG_arc031		26.49
NC_015676.1_1728	MAG_arc031		28.56
NC_015676.1_1729	MAG_arc031		32.63
NC_015676.1_1730	MAG_arc031	K07462	6.76
NC_015676.1_1731	MAG_arc031	K21640	17.25
NC_015676.1_1732	MAG_arc031	K06859	5.58
NC_015676.1_1733	MAG_arc031	K03703	18.95
NC_015676.1_1734	MAG_arc031	K07502	9.92
NC_015676.1_1735	MAG_arc031		11.34
NC_015676.1_1736	MAG_arc031	K00024	13.56
NC_015676.1_1737	MAG_arc031		10.97
NC_015676.1_1738	MAG_arc031	K10761	12.50
NC_015676.1_1739	MAG_arc031	K03455	10.86
NC_015676.1_1740	MAG_arc031	K07722	12.53
NC_015676.1_1741	MAG_arc031	K21903	18.66
NC_015676.1_1742	MAG_arc031	K06937	27.46
NC_015676.1_1743	MAG_arc031		30.13
NC_015676.1_1744	MAG_arc031		25.15
NC_015676.1_1745	MAG_arc031		11.47
NC_015676.1_1746	MAG_arc031		17.47
NC_015676.1_1747	MAG_arc031		31.97
NC_015676.1_1748	MAG_arc031	K12264	28.05
NC_015676.1_1749	MAG_arc031		19.34
NC_015676.1_1750	MAG_arc031	K01858	9.43
NC_015676.1_1751	MAG_arc031		74.31
NC_015676.1_1752	MAG_arc031	K18853	10.39
NC_015676.1_1753	MAG_arc031	K00336	18.63
NC_015676.1_1754	MAG_arc031	K00326; K21832	7.09
NC_015676.1_1755	MAG_arc031	K20156	33.89
NC_015676.1_1756	MAG_arc031		38.37
NC_015676.1_1757	MAG_arc031		7.38
NC_015676.1_1758	MAG_arc031		35.43
NC_015676.1_1759	MAG_arc031		18.90
NC_015676.1_1760	MAG_arc031		8.28
NC_015676.1_1761	MAG_arc031		21.97
NC_015676.1_1762	MAG_arc031		25.42
NC_015676.1_1763	MAG_arc031	K03307	6.25
NC_015676.1_1764	MAG_arc031	K05772	9.03
NC_015676.1_1765	MAG_arc031	K05773	7.82
NC_015676.1_1766	MAG_arc031	K06857	9.22
NC_015676.1_1767	MAG_arc031	K02019	8.33
NC_015676.1_1768	MAG_arc031		38.35
NC_015676.1_1769	MAG_arc031		10.95
NC_015676.1_1770	MAG_arc031	K07003	36.12
NC_015676.1_1771	MAG_arc031	K09017	15.95
NC_015676.1_1772	MAG_arc031		6.93
NC_015676.1_1773	MAG_arc031	K03540	4.11
NC_015676.1_1774	MAG_arc031		47.45
NC_015676.1_1775	MAG_arc031		38.70
NC_015676.1_1776	MAG_arc031		7.73
NC_015676.1_1777	MAG_arc031	K07652	13.91
NC_015676.1_1778	MAG_arc031		12.91
NC_015676.1_1779	MAG_arc031	K14080; K14084	5.97
NC_015676.1_1780	MAG_arc031	K01473	21.62
NC_015676.1_1781	MAG_arc031	K22447	7.49
NC_015676.1_1782	MAG_arc031	K14080	35.35
NC_015676.1_1783	MAG_arc031		4.65
NC_015676.1_1784	MAG_arc031	K07652	11.42
NC_015676.1_1785	MAG_arc031	K03602	22.49
NC_015676.1_1786	MAG_arc031	K03601	11.10
NC_015676.1_1787	MAG_arc031	K07218	25.23
NC_015676.1_1788	MAG_arc031	K07218	5.92
NC_015676.1_1789	MAG_arc031		14.00
NC_015676.1_1790	MAG_arc031		14.17
NC_015676.1_1791	MAG_arc031	K00931	19.65
NC_015676.1_1792	MAG_arc031	K00147	5.67
NC_015676.1_1793	MAG_arc031	K09727	8.96
NC_015676.1_1794	MAG_arc031	K00286	13.02
NC_015676.1_1795	MAG_arc031	K03627	13.12
NC_015676.1_1796	MAG_arc031	K03420	8.09
NC_015676.1_1797	MAG_arc031	K09120	11.39
NC_015676.1_1798	MAG_arc031	K03431; K15778	10.54
NC_015676.1_1799	MAG_arc031	K06864	16.88
NC_015676.1_1800	MAG_arc031	K00619	30.34
NC_015676.1_1801	MAG_arc031	K09725	11.31
NC_015676.1_1802	MAG_arc031	K23356	20.37
NC_015676.1_1803	MAG_arc031	K22882	10.93
NC_015676.1_1804	MAG_arc031	K01889	6.61
NC_015676.1_1805	MAG_arc031	K01867	26.19
NC_015676.1_1806	MAG_arc031	K22227	52.72
NC_015676.1_1807	MAG_arc031	K08482	21.02
NC_015676.1_1808	MAG_arc031	K03238	23.87
NC_015676.1_1809	MAG_arc031	K02866	31.91
NC_015676.1_1810	MAG_arc031		13.07
NC_015676.1_1811	MAG_arc031	K03638	5.96
NC_015676.1_1812	MAG_arc031		4.66
NC_015676.1_1813	MAG_arc031	K07574	17.11
NC_015676.1_1814	MAG_arc031	K09137	7.43
NC_015676.1_1815	MAG_arc031	K06199	25.21
NC_015676.1_1816	MAG_arc031	K06199	9.02
NC_015676.1_1817	MAG_arc031	K03750	13.54
NC_015676.1_1818	MAG_arc031	K03636	29.54
NC_015676.1_1819	MAG_arc031	K09694	19.32
NC_015676.1_1820	MAG_arc031	K03186	15.84
NC_015676.1_1821	MAG_arc031	K22960	17.42
NC_015676.1_1822	MAG_arc031	K06885	40.75
NC_015676.1_1823	MAG_arc031	K11212	17.63
NC_015676.1_1824	MAG_arc031	K00759	84.73
NC_015676.1_1825	MAG_arc031	K07561	29.38
NC_015676.1_1826	MAG_arc031	K02687; K07579	11.27
NC_015676.1_1827	MAG_arc031	K07573	8.73
NC_015676.1_1828	MAG_arc031	K03056	22.02
NC_015676.1_1829	MAG_arc031	K06868	18.23
NC_015676.1_1830	MAG_arc031	K01537; K01539	17.56
NC_015676.1_1831	MAG_arc031	K03320	33.90
NC_015676.1_1832	MAG_arc031	K04751	13.00
NC_015676.1_1833	MAG_arc031		33.58
NC_015676.1_1834	MAG_arc031	K01866	18.11
NC_015676.1_1835	MAG_arc031	K21220	28.12
NC_015676.1_1836	MAG_arc031	K04655	23.22
NC_015676.1_1837	MAG_arc031	K01923	11.56
NC_015676.1_1838	MAG_arc031	K09516	8.34
NC_015676.1_1839	MAG_arc031	K22585	11.49
NC_015676.1_1840	MAG_arc031	K07108	17.09
NC_015676.1_1841	MAG_arc031	K22068	9.95
NC_015676.1_1842	MAG_arc031	K04487	10.36
NC_015676.1_1843	MAG_arc031	K03113	9.45
NC_015676.1_1844	MAG_arc031	K09005	17.32
NC_015676.1_1845	MAG_arc031	K01952; K23269	52.24
NC_015676.1_1846	MAG_arc031		7.16
NC_015676.1_1847	MAG_arc031	K07100	12.03
NC_015676.1_1848	MAG_arc031		7.01
NC_015676.1_1849	MAG_arc031	K01624	36.42
NC_015676.1_1850	MAG_arc031	K04773	14.15
NC_015676.1_1851	MAG_arc031	K01874	15.78
NC_015676.1_1852	MAG_arc031	K05873	18.76
NC_015676.1_1853	MAG_arc031	K07068	4.96
NC_015676.1_1854	MAG_arc031	K07550	13.08
NC_015676.1_1855	MAG_arc031	K01641; K22838	18.93
NC_015676.1_1856	MAG_arc031	K07731	8.62
NC_015676.1_1857	MAG_arc031		20.03
NC_015676.1_1858	MAG_arc031	K00390	16.69
NC_015676.1_1859	MAG_arc031	K00602	22.94
NC_015676.1_1860	MAG_arc031	K15633	7.96
NC_015676.1_1861	MAG_arc031	K04799	16.35
NC_015676.1_1862	MAG_arc031		9.03
NC_015676.1_1863	MAG_arc031		25.47
NC_015676.1_1864	MAG_arc031		33.82
NC_015676.1_1865	MAG_arc031		45.69
NC_015676.1_1866	MAG_arc031		15.12
NC_015676.1_1867	MAG_arc031		17.16
NC_015676.1_1868	MAG_arc031		11.33
NC_015676.1_1869	MAG_arc031	K23876	4.58
NC_015676.1_1870	MAG_arc031		22.56
NC_015676.1_1871	MAG_arc031		23.16
NC_015676.1_1872	MAG_arc031		14.16
NC_015676.1_1873	MAG_arc031	K00400; K06857	76.97
NC_015676.1_1874	MAG_arc031	K01533	13.06
NC_015676.1_1875	MAG_arc031		13.21
NC_015676.1_1876	MAG_arc031	K00567	43.72
NC_015676.1_1877	MAG_arc031	K03263	35.44
NC_015676.1_1878	MAG_arc031	K01480	8.87
NC_015676.1_1879	MAG_arc031		8.40
NC_015676.1_1880	MAG_arc031	K00573	16.40
NC_015676.1_1881	MAG_arc031		5.70
NC_015676.1_1882	MAG_arc031	K02500	9.25
NC_015676.1_1883	MAG_arc031	K08303	9.15
NC_015676.1_1884	MAG_arc031		5.10
NC_015676.1_1885	MAG_arc031	K15444	18.88
NC_015676.1_1886	MAG_arc031	K04566	4.38
NC_015676.1_1887	MAG_arc031	K02626	8.82
NC_015676.1_1888	MAG_arc031	K24865	11.54
NC_015676.1_1889	MAG_arc031	K07457; K10773	9.57
NC_015676.1_1890	MAG_arc031		9.98
NC_015676.1_1891	MAG_arc031	K00948	10.45
NC_015676.1_1892	MAG_arc031	K03637	10.38
NC_015676.1_1893	MAG_arc031		15.55
NC_015676.1_1894	MAG_arc031	K23997	6.93
NC_015676.1_1895	MAG_arc031	K06881	13.82
NC_015676.1_1896	MAG_arc031		20.90
NC_015676.1_1897	MAG_arc031	K01703	18.08
NC_015676.1_1898	MAG_arc031	K01523	11.59
NC_015676.1_1899	MAG_arc031	K07744	7.19
NC_015676.1_1900	MAG_arc031	K06943	41.39
NC_015676.1_1901	MAG_arc031	K10907	40.92
NC_015676.1_1902	MAG_arc031	K08094	22.23
NC_015676.1_1903	MAG_arc031		13.75
NC_015676.1_1904	MAG_arc031	K09743	15.34
NC_015676.1_1905	MAG_arc031	K03595	10.26
NC_015676.1_1906	MAG_arc031		6.17
NC_015676.1_1907	MAG_arc031		59.93
NC_015676.1_1908	MAG_arc031	K09121	71.96
NC_015676.1_1909	MAG_arc031	K13525	11.10
NC_015676.1_1910	MAG_arc031		15.96
NC_015676.1_1911	MAG_arc031	K22223	7.79
NC_015676.1_1912	MAG_arc031	K04483	14.80
NC_015676.1_1913	MAG_arc031	K02201	164.94
NC_015676.1_1914	MAG_arc031		18.21
NC_015676.1_1915	MAG_arc031	K01151	16.15
NC_015676.1_1916	MAG_arc031	K02006	6.95
NC_015676.1_1917	MAG_arc031		23.15
NC_015676.1_1918	MAG_arc031	K02007	18.83
NC_015676.1_1919	MAG_arc031	K16915	8.54
NC_015676.1_1920	MAG_arc031	K02008	16.82
NC_015676.1_1921	MAG_arc031	K03399	17.28
NC_015676.1_1922	MAG_arc031	K02188	27.95
NC_015676.1_1923	MAG_arc031	K03572	6.15
NC_015676.1_1924	MAG_arc031	K03555	41.55
NC_015676.1_1925	MAG_arc031		13.32
NC_015676.1_1926	MAG_arc031	K10709	14.65
NC_015676.1_1927	MAG_arc031	K02016; K25034	12.05
NC_015676.1_1928	MAG_arc031	K02015; K25027	16.31
NC_015676.1_1929	MAG_arc031	K02013; K25028	31.61
NC_015676.1_1930	MAG_arc031	K23528	51.92
NC_015676.1_1931	MAG_arc031	K01473	6.77
NC_015676.1_1932	MAG_arc031	K04480	15.17
NC_015676.1_1933	MAG_arc031	K14081	18.89
NC_015676.1_1934	MAG_arc031	K04480	11.56
NC_015676.1_1935	MAG_arc031	K14081	8.56
NC_015676.1_1936	MAG_arc031	K02491	15.69
NC_015676.1_1937	MAG_arc031	K02234	4.29
NC_015676.1_1938	MAG_arc031	K16183	4.27
NC_015676.1_1939	MAG_arc031	K14080	32.28
NC_015676.1_1940	MAG_arc031	K01883	7.44
NC_015676.1_1941	MAG_arc031	K09694	2.80
NC_015676.1_1942	MAG_arc031	K09695	11.26
NC_015676.1_1943	MAG_arc031	K17892	10.13
NC_015676.1_1944	MAG_arc031		34.62
NC_015676.1_1945	MAG_arc031	K05710	16.28
NC_015676.1_1946	MAG_arc031	K06888	17.58
NC_015676.1_1947	MAG_arc031	K02858	11.40
NC_015676.1_1948	MAG_arc031	K07732	24.62
NC_015676.1_1949	MAG_arc031	K04795; K14563	39.92
NC_015676.1_1950	MAG_arc031	K14564	11.52
NC_015676.1_1951	MAG_arc031	K06984	8.93
NC_015676.1_1952	MAG_arc031	K00382; K17883	10.11
NC_015676.1_1953	MAG_arc031	K07496	14.32
NC_015676.1_1954	MAG_arc031		9.94
NC_015676.1_1955	MAG_arc031	K10844	6.64
NC_015676.1_1956	MAG_arc031		10.26
NC_015676.1_1957	MAG_arc031	K03616	29.38
NC_015676.1_1958	MAG_arc031	K00133	10.23
NC_015676.1_1959	MAG_arc031		5.16
NC_015676.1_1960	MAG_arc031	K09903	21.71
NC_015676.1_1961	MAG_arc031	K08963; K18237	4.91
NC_015676.1_1962	MAG_arc031	K08324; K18601	11.36
NC_015676.1_1963	MAG_arc031	K15429	60.05
NC_015676.1_1964	MAG_arc031	K09716	16.56
NC_015676.1_1965	MAG_arc031	K03531	3.30
NC_015676.1_1966	MAG_arc031		21.22
NC_015676.1_1967	MAG_arc031	K02867	17.16
NC_015676.1_1968	MAG_arc031	K02863	4.88
NC_015676.1_1969	MAG_arc031	K02941	11.46
NC_015676.1_1970	MAG_arc031	K02869	7.16
NC_015676.1_1971	MAG_arc031	K22226	7.45
NC_015676.1_1972	MAG_arc031	K22205	5.82
NC_015676.1_1973	MAG_arc031	K22466	5.78
NC_015676.1_1974	MAG_arc031	K00721; K23684	49.36
NC_015676.1_1975	MAG_arc031	K03120	8.61
NC_015676.1_1976	MAG_arc031	K06024	6.86
NC_015676.1_1977	MAG_arc031	K05896	35.93
NC_015676.1_1978	MAG_arc031	K03529	34.82
NC_015676.1_1979	MAG_arc031		5.69
NC_015676.1_1980	MAG_arc031		40.39
NC_015676.1_1981	MAG_arc031	K03546	22.71
NC_015676.1_1982	MAG_arc031	K03547	23.69
NC_015676.1_1983	MAG_arc031		15.33
NC_015676.1_1984	MAG_arc031		36.51
NC_015676.1_1985	MAG_arc031		4.90
NC_015676.1_1986	MAG_arc031		17.55
NC_015676.1_1987	MAG_arc031	K10709	11.76
NC_015676.1_1988	MAG_arc031	K09736	3.53
NC_015676.1_1989	MAG_arc031		29.51
NC_015676.1_1990	MAG_arc031		17.46
NC_015676.1_1991	MAG_arc031	K14055	21.55
NC_015676.1_1992	MAG_arc031	K06149	15.23
NC_015676.1_1993	MAG_arc031	K00172	5.14
NC_015676.1_1994	MAG_arc031	K00171	11.11
NC_015676.1_1995	MAG_arc031	K00169	6.09
NC_015676.1_1996	MAG_arc031	K00170	26.72
NC_015676.1_1997	MAG_arc031	K10773	24.52
NC_015676.1_1998	MAG_arc031	K00640	16.92
NC_015676.1_1999	MAG_arc031	K01738	15.88
NC_015676.1_2000	MAG_arc031	K03515; K04479	9.81
NC_015676.1_2001	MAG_arc031	K01533; K01537	12.97
NC_015676.1_2002	MAG_arc031	K00672	14.73
NC_015676.1_2003	MAG_arc031		30.33
NC_015676.1_2004	MAG_arc031		11.12
NC_015676.1_2005	MAG_arc031	K06402	6.12
NC_015676.1_2006	MAG_arc031	K01580; K18933	23.04
binchicken_co605.10~k141_68484_1	MAG_arc032	K06932	65.08
binchicken_co605.10~k141_68484_2	MAG_arc032	K06943	48.45
binchicken_co605.10~k141_68484_3	MAG_arc032	K08289	20.86
binchicken_co605.10~k141_68484_4	MAG_arc032	K08289	74.90
binchicken_co605.10~k141_68484_5	MAG_arc032		15.68
binchicken_co605.10~k141_68484_6	MAG_arc032		38.59
binchicken_co605.10~k141_68484_7	MAG_arc032		33.59
binchicken_co605.10~k141_68484_8	MAG_arc032	K02303	104.22
binchicken_co605.10~k141_68484_9	MAG_arc032	K01719	106.50
binchicken_co605.10~k141_68484_10	MAG_arc032		44.80
binchicken_co605.10~k141_68484_11	MAG_arc032		62.41
binchicken_co605.10~k141_68484_12	MAG_arc032		35.25
binchicken_co605.10~k141_68484_13	MAG_arc032		36.40
binchicken_co605.10~k141_68484_14	MAG_arc032		28.48
binchicken_co605.10~k141_68484_15	MAG_arc032	K06961	50.39
binchicken_co605.10~k141_68484_16	MAG_arc032	K07178	38.35
binchicken_co605.10~k141_68484_17	MAG_arc032	K03236	32.39
binchicken_co605.10~k141_68484_18	MAG_arc032	K06936	47.83
binchicken_co605.10~k141_307677_1	MAG_arc032	K07558	115.29
binchicken_co605.10~k141_307677_2	MAG_arc032		34.87
binchicken_co605.10~k141_307677_3	MAG_arc032		209.40
binchicken_co605.10~k141_307677_4	MAG_arc032		40.92
binchicken_co605.10~k141_307677_5	MAG_arc032		88.83
binchicken_co605.10~k141_307677_6	MAG_arc032	K03687	31.04
binchicken_co605.10~k141_307677_7	MAG_arc032	K04043	76.26
binchicken_co605.10~k141_307677_8	MAG_arc032	K03686; K09510	16.17
binchicken_co605.10~k141_307677_9	MAG_arc032	K07138	36.85
binchicken_co605.10~k141_307677_10	MAG_arc032	K00555	25.91
binchicken_co605.10~k141_307677_11	MAG_arc032	K14656	38.51
binchicken_co605.10~k141_307677_12	MAG_arc032	K03120	43.82
binchicken_co605.10~k141_239506_1	MAG_arc032	K14415	13.27
binchicken_co605.10~k141_239506_2	MAG_arc032	K10709	91.30
binchicken_co605.10~k141_989486_1	MAG_arc032		71.69
binchicken_co605.10~k141_989486_2	MAG_arc032		52.51
binchicken_co605.10~k141_989486_3	MAG_arc032		54.86
binchicken_co605.10~k141_989486_4	MAG_arc032	K23876	57.50
binchicken_co605.10~k141_989486_5	MAG_arc032		94.54
binchicken_co605.10~k141_989486_6	MAG_arc032		45.25
binchicken_co605.10~k141_989486_7	MAG_arc032		43.86
binchicken_co605.10~k141_989486_8	MAG_arc032	K03263	92.62
binchicken_co605.10~k141_989486_9	MAG_arc032	K04652	43.97
binchicken_co605.10~k141_989486_10	MAG_arc032	K04651	41.56
binchicken_co605.10~k141_989486_11	MAG_arc032	K04654	42.67
binchicken_co605.10~k141_989486_12	MAG_arc032	K04653	73.75
binchicken_co605.10~k141_989486_13	MAG_arc032	K06282; K14070	39.10
binchicken_co605.10~k141_989486_14	MAG_arc032	K06281; K14068	71.92
binchicken_co605.10~k141_989486_15	MAG_arc032	K14069	20.60
binchicken_co605.10~k141_989486_16	MAG_arc032	K01951	14.75
binchicken_co605.10~k141_989486_17	MAG_arc032		33.24
binchicken_co605.10~k141_956117_1	MAG_arc032	K05966	46.53
binchicken_co605.10~k141_956117_2	MAG_arc032	K02343; K04801	93.94
binchicken_co605.10~k141_1058615_1	MAG_arc032	K01151	22.93
binchicken_co605.10~k141_1058615_2	MAG_arc032	K20608	44.84
binchicken_co605.10~k141_1058615_3	MAG_arc032	K22466	58.36
binchicken_co605.10~k141_1058615_4	MAG_arc032		52.09
binchicken_co605.10~k141_1058615_5	MAG_arc032		91.20
binchicken_co605.10~k141_820331_1	MAG_arc032		250.00
binchicken_co605.10~k141_820331_2	MAG_arc032	K22447	107.39
binchicken_co605.10~k141_820331_3	MAG_arc032	K12234	30.67
binchicken_co605.10~k141_820331_4	MAG_arc032	K00927	70.52
binchicken_co605.10~k141_820331_5	MAG_arc032	K15633	66.10
binchicken_co605.10~k141_820331_6	MAG_arc032	K15633	89.27
binchicken_co605.10~k141_820331_7	MAG_arc032	K00640; K01726	31.17
binchicken_co605.10~k141_820331_8	MAG_arc032		36.00
binchicken_co605.10~k141_240797_1	MAG_arc032	K02921	32.25
binchicken_co605.10~k141_240797_2	MAG_arc032		14.32
binchicken_co605.10~k141_240797_3	MAG_arc032		30.35
binchicken_co605.10~k141_240797_4	MAG_arc032	K14574	67.37
binchicken_co605.10~k141_240797_5	MAG_arc032	K03432	112.23
binchicken_co605.10~k141_240797_6	MAG_arc032	K03537	26.58
binchicken_co605.10~k141_240797_7	MAG_arc032		88.37
binchicken_co605.10~k141_445596_1	MAG_arc032		55.10
binchicken_co605.10~k141_445596_2	MAG_arc032	K03186	97.04
binchicken_co605.10~k141_445596_3	MAG_arc032		94.50
binchicken_co605.10~k141_957137_1	MAG_arc032	K00955; K03242	29.68
binchicken_co605.10~k141_957137_2	MAG_arc032	K07158	175.68
binchicken_co605.10~k141_957137_3	MAG_arc032	K03049	49.57
binchicken_co605.10~k141_957137_4	MAG_arc032	K03050	124.38
binchicken_co605.10~k141_957137_5	MAG_arc032	K09735	42.41
binchicken_co605.10~k141_957137_6	MAG_arc032		30.24
binchicken_co605.10~k141_957137_7	MAG_arc032	K02908	49.92
binchicken_co605.10~k141_957137_8	MAG_arc032	K02973	101.98
binchicken_co605.10~k141_957137_9	MAG_arc032	K02989	15.38
binchicken_co605.10~k141_957137_10	MAG_arc032	K03234	70.83
binchicken_co605.10~k141_957137_11	MAG_arc032	K00956; K03231	29.59
binchicken_co605.10~k141_957137_12	MAG_arc032	K02969	49.02
binchicken_co605.10~k141_957137_13	MAG_arc032		67.92
binchicken_co605.10~k141_684798_1	MAG_arc032	K07179	44.81
binchicken_co605.10~k141_684798_2	MAG_arc032	K07179	12.41
binchicken_co605.10~k141_684798_3	MAG_arc032	K03420	23.72
binchicken_co605.10~k141_1060467_1	MAG_arc032	K02007	5.68
binchicken_co605.10~k141_1060467_2	MAG_arc032	K19712	22.15
binchicken_co605.10~k141_1060467_3	MAG_arc032	K02233	49.08
binchicken_co605.10~k141_1060467_4	MAG_arc032		66.77
binchicken_co605.10~k141_1060467_5	MAG_arc032	K02227	48.55
binchicken_co605.10~k141_1060467_6	MAG_arc032	K07162	64.21
binchicken_co605.10~k141_1060467_7	MAG_arc032		121.93
binchicken_co605.10~k141_37964_1	MAG_arc032	K02984	30.34
binchicken_co605.10~k141_37964_2	MAG_arc032		14.50
binchicken_co605.10~k141_37964_3	MAG_arc032	K06176	42.77
binchicken_co605.10~k141_37964_4	MAG_arc032	K04794	27.08
binchicken_co605.10~k141_721349_1	MAG_arc032	K07581	27.26
binchicken_co605.10~k141_721349_2	MAG_arc032	K02877	93.98
binchicken_co605.10~k141_721349_3	MAG_arc032	K09140	158.64
binchicken_co605.10~k141_721349_4	MAG_arc032	K07731	137.16
binchicken_co605.10~k141_721349_5	MAG_arc032		43.38
binchicken_co605.10~k141_721349_6	MAG_arc032	K03000; K03057	72.03
binchicken_co605.10~k141_721349_7	MAG_arc032	K04802	57.27
binchicken_co605.10~k141_721349_8	MAG_arc032	K00399	41.84
binchicken_co605.10~k141_721349_9	MAG_arc032	K00402	17.95
binchicken_co605.10~k141_721349_10	MAG_arc032	K03421	46.64
binchicken_co605.10~k141_721349_11	MAG_arc032	K03422	23.40
binchicken_co605.10~k141_721349_12	MAG_arc032	K00401	50.59
binchicken_co605.10~k141_721349_13	MAG_arc032		56.58
binchicken_co605.10~k141_279112_1	MAG_arc032		55.83
binchicken_co605.10~k141_279112_2	MAG_arc032		37.87
binchicken_co605.10~k141_279112_3	MAG_arc032		108.57
binchicken_co605.10~k141_279112_4	MAG_arc032	K21612	99.51
binchicken_co605.10~k141_1063149_1	MAG_arc032		20.93
binchicken_co605.10~k141_1063149_2	MAG_arc032	K19302	41.47
binchicken_co605.10~k141_41074_1	MAG_arc032	K01867	38.90
binchicken_co605.10~k141_41074_2	MAG_arc032	K16176	171.29
binchicken_co605.10~k141_41074_3	MAG_arc032	K16176	50.76
binchicken_co605.10~k141_41074_4	MAG_arc032	K16177	47.22
binchicken_co605.10~k141_75658_1	MAG_arc032	K03605	77.03
binchicken_co605.10~k141_75658_2	MAG_arc032	K04656	65.31
binchicken_co605.10~k141_75658_3	MAG_arc032	K02523	71.06
binchicken_co605.10~k141_75658_4	MAG_arc032	K22227	48.81
binchicken_co605.10~k141_75658_5	MAG_arc032		33.12
binchicken_co605.10~k141_75658_6	MAG_arc032	K02123	103.96
binchicken_co605.10~k141_75658_7	MAG_arc032		30.82
binchicken_co605.10~k141_75658_8	MAG_arc032	K02121	40.77
binchicken_co605.10~k141_75658_9	MAG_arc032	K02119	60.89
binchicken_co605.10~k141_75658_10	MAG_arc032	K02122	37.29
binchicken_co605.10~k141_75658_11	MAG_arc032	K02117	148.38
binchicken_co605.10~k141_75658_12	MAG_arc032	K02118	25.34
binchicken_co605.10~k141_75658_13	MAG_arc032	K02120	24.58
binchicken_co605.10~k141_75658_14	MAG_arc032	K22447	58.43
binchicken_co605.10~k141_75658_15	MAG_arc032		26.78
binchicken_co605.10~k141_75658_16	MAG_arc032		87.02
binchicken_co605.10~k141_75658_17	MAG_arc032	K15635	52.87
binchicken_co605.10~k141_75658_18	MAG_arc032		59.13
binchicken_co605.10~k141_825847_1	MAG_arc032	K00941	92.84
binchicken_co605.10~k141_825847_2	MAG_arc032	K08094	9.38
binchicken_co605.10~k141_825847_3	MAG_arc032	K09743	38.62
binchicken_co605.10~k141_825847_4	MAG_arc032	K03595	250.00
binchicken_co605.10~k141_825847_5	MAG_arc032		60.09
binchicken_co605.10~k141_825847_6	MAG_arc032		34.80
binchicken_co605.10~k141_825847_7	MAG_arc032		20.53
binchicken_co605.10~k141_825847_8	MAG_arc032		46.03
binchicken_co605.10~k141_825847_9	MAG_arc032	K01689	47.20
binchicken_co605.10~k141_825847_10	MAG_arc032		46.19
binchicken_co605.10~k141_825847_11	MAG_arc032	K23975	91.71
binchicken_co605.10~k141_825847_12	MAG_arc032	K13039	108.88
binchicken_co605.10~k141_825847_13	MAG_arc032	K06898	40.78
binchicken_co605.10~k141_825847_14	MAG_arc032	K09121	19.00
binchicken_co605.10~k141_825847_15	MAG_arc032	K03237	41.08
binchicken_co605.10~k141_825847_16	MAG_arc032	K07159	14.89
binchicken_co605.10~k141_825847_17	MAG_arc032	K03978	72.47
binchicken_co605.10~k141_825847_18	MAG_arc032		21.89
binchicken_co605.10~k141_825847_19	MAG_arc032	K07583	32.55
binchicken_co605.10~k141_825847_20	MAG_arc032		91.38
binchicken_co605.10~k141_825847_21	MAG_arc032	K03051	41.18
binchicken_co605.10~k141_825847_22	MAG_arc032	K07572	73.86
binchicken_co605.10~k141_825847_23	MAG_arc032	K00336	57.64
binchicken_co605.10~k141_825847_24	MAG_arc032		111.23
binchicken_co605.10~k141_825847_25	MAG_arc032		55.23
binchicken_co605.10~k141_246671_1	MAG_arc032	K03053	53.96
binchicken_co605.10~k141_246671_2	MAG_arc032	K03045	57.98
binchicken_co605.10~k141_246671_3	MAG_arc032		33.60
binchicken_co605.10~k141_246671_4	MAG_arc032	K03044	34.12
binchicken_co605.10~k141_246671_5	MAG_arc032	K03041	68.74
binchicken_co605.10~k141_246671_6	MAG_arc032	K03042	15.40
binchicken_co605.10~k141_246671_7	MAG_arc032	K01873	61.34
binchicken_co605.10~k141_246671_8	MAG_arc032	K01873	36.24
binchicken_co605.10~k141_246671_9	MAG_arc032		58.99
binchicken_co605.10~k141_246671_10	MAG_arc032	K01426; K02433	16.33
binchicken_co605.10~k141_246671_11	MAG_arc032	K02434	92.60
binchicken_co605.10~k141_246671_12	MAG_arc032	K02434	70.50
binchicken_co605.10~k141_246671_13	MAG_arc032	K07388	28.98
binchicken_co605.10~k141_246671_14	MAG_arc032		97.20
binchicken_co605.10~k141_246671_15	MAG_arc032	K09152	35.22
binchicken_co605.10~k141_894430_1	MAG_arc032	K03455	80.63
binchicken_co605.10~k141_894430_2	MAG_arc032	K20215	50.34
binchicken_co605.10~k141_894430_3	MAG_arc032	K09728	45.84
binchicken_co605.10~k141_894430_4	MAG_arc032	K07728	38.54
binchicken_co605.10~k141_894430_5	MAG_arc032	K00952; K13522	27.91
binchicken_co605.10~k141_894430_6	MAG_arc032	K00320	12.71
binchicken_co605.10~k141_894430_7	MAG_arc032	K04487	43.49
binchicken_co605.10~k141_894430_8	MAG_arc032		54.00
binchicken_co605.10~k141_894430_9	MAG_arc032		75.42
binchicken_co605.10~k141_894430_10	MAG_arc032	K13819	15.68
